# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "-t" "exon" "-g" "gene_id" "-a" "/home/flst8788/Genome-Analysis-1MB462/analysis/03_annotation/braker_chr3_ET/braker.gtf" "-o" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/featurecounts/counts.txt" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Control_1.sorted.bam" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Control_2.sorted.bam" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Control_3.sorted.bam" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Heat_treated_42_12h_1.sorted.bam" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Heat_treated_42_12h_2.sorted.bam" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Heat_treated_42_12h_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Control_1.sorted.bam	/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Control_2.sorted.bam	/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Control_3.sorted.bam	/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Heat_treated_42_12h_1.sorted.bam	/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Heat_treated_42_12h_2.sorted.bam	/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Heat_treated_42_12h_3.sorted.bam
g3019	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1666829;1666829;1667512;1667512;1667841;1667841;1668075;1668075;1668364;1668364;1668706;1668706;1669229;1669229;1669650;1669650;1669958;1669958;1670256;1670381;1670381;1670570;1670570;1670889;1670889;1671145;1671145;1671721;1671721;1672209;1672209;1672962;1672962	1666964;1666964;1667740;1667740;1667912;1667912;1668149;1668149;1668585;1668585;1668774;1668774;1669297;1669297;1669727;1669727;1670138;1670143;1670260;1670463;1670463;1670716;1670716;1671007;1671007;1671355;1671355;1671958;1671958;1672359;1672359;1673351;1673351	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2480	633	1801	767	718	1647	1275
g3020	contig_91_pilon	1677442	1678068	-	627	1546	1577	1993	1273	1011	1469
g3021	contig_91_pilon	1684283	1684645	+	363	333	279	221	650	543	353
g3022	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1684790;1685573;1685939;1686465;1686751;1687154;1687659	1684861;1685671;1686040;1686540;1686821;1687239;1687716	+;+;+;+;+;+;+	564	1896	1670	1877	3486	3249	2651
g3023	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1688968;1688968;1688968;1689933;1689933;1689933;1690539;1690539;1690539;1691262;1691262;1691262;1691588;1691588;1691588;1691902;1691902;1691902;1692334;1692334;1692334;1692753;1692753;1692753;1693272;1693272;1693272;1694460;1694460;1694769;1694769;1694904;1695312;1695458;1695458	1689259;1689259;1689259;1690176;1690176;1690176;1690740;1690740;1690740;1691430;1691430;1691430;1691694;1691694;1691694;1692190;1692190;1692190;1692470;1692470;1692470;1692945;1692945;1692945;1693333;1693380;1693380;1694628;1694628;1694819;1694819;1695031;1695372;1695967;1695967	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2661	1293	3287	2846	425	232	1215
g3024	contig_91_pilon;contig_91_pilon;contig_91_pilon	1696006;1696362;1697428	1696129;1696541;1697831	-;-;-	708	2	2	18	8	0	15
g3025	contig_91_pilon	1701543	1702832	-	1290	1460	2404	2310	3273	2177	3043
g3026	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1703057;1705105;1705775;1705822;1706240;1706240;1706594;1706594;1706795;1706795;1707035;1707035;1707234;1707234;1707509;1707509;1707594;1708138;1708503;1708942;1709518;1710414	1703126;1705458;1705888;1705888;1706340;1706340;1706614;1706614;1706867;1706867;1707102;1707102;1707366;1707366;1707621;1707538;1707621;1708265;1708655;1708964;1710201;1710674	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2296	1236	14749	4084	3457	3218	4427
g3027	contig_91_pilon;contig_91_pilon	1704810;1705067	1705022;1705213	-;-	360	0	0	0	0	0	1
g3028	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1711451;1711451;1711451;1711451;1711888;1711888;1711888;1711888;1712230;1712230;1712230;1712230;1712551;1712551;1712551;1712551;1713126;1713126;1713126;1713126;1713438;1713438;1713438;1713438;1713734;1713734;1713734;1713734;1713963;1713963;1713963;1713963;1714338;1714338;1714338;1714338;1714810;1714810;1714810;1714810;1715210;1715210;1715210;1715210;1715423;1715645;1715645;1715645;1715645;1715883;1715883;1715883;1715883;1716084;1716084;1716084;1716084;1717174;1717174;1717174;1717174;1717850;1717850;1717850;1717850;1725428;1725428;1725428	1711676;1711676;1711676;1711676;1712003;1712003;1712003;1712003;1712295;1712295;1712295;1712295;1712665;1712665;1712665;1712665;1713232;1713232;1713232;1713232;1713527;1713527;1713527;1713527;1713844;1713844;1713844;1713844;1714028;1714028;1714028;1714028;1714403;1714403;1714403;1714403;1714959;1714989;1714959;1714959;1715284;1715284;1715284;1715284;1715449;1715727;1715727;1715727;1715727;1715948;1715948;1715948;1715948;1716183;1716183;1716183;1716183;1717335;1717335;1717335;1717335;1717961;1717961;1717961;1717951;1725558;1725558;1725558	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1899	2236	9639	11124	6940	8407	4506
g3029	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1731952;1732296;1733669;1733937;1734370;1734599;1734982;1735305;1735690;1735981;1736231;1736461;1736805;1737151;1737526;1738024;1738629;1739076;1739394;1739701;1739714;1740069;1740069;1740625;1740625;1741047;1741047;1741737;1741737;1742815;1742815;1743179;1743179;1743526;1744229	1732188;1732476;1733778;1734108;1734470;1734671;1735120;1735465;1735814;1736086;1736324;1736509;1736906;1737297;1737691;1738323;1738780;1739204;1739511;1739909;1739909;1740180;1740180;1740779;1740779;1741504;1741504;1742620;1742620;1743009;1743009;1743652;1743482;1743665;1744339	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5273	1465	2058	2248	1888	1046	2501
g3030	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1744592;1745649;1745949;1746761	1744948;1745711;1746020;1746889	+;+;+;+	621	51	93	49	47	24	86
g3031	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1748305;1748305;1748510;1748510;1748863;1748863;1749101;1749101;1749299;1749299;1749651;1749651;1750209;1750209;1750469;1752758;1752762;1753147;1753147;1753503;1753503;1753789;1753789;1754090;1754090;1754488;1754488;1754648;1754648;1755425;1755896;1756186;1756530;1756802;1757043;1757480;1757790;1758029;1758292;1758956;1759245;1759498;1759918	1748364;1748364;1748593;1748593;1748930;1748930;1749182;1749182;1749366;1749366;1749725;1749725;1750305;1750313;1750542;1752994;1752994;1753293;1753293;1753647;1753647;1753928;1753928;1754181;1754181;1754539;1754539;1754833;1754934;1755574;1755961;1756331;1756607;1756885;1757114;1757551;1757861;1758100;1758504;1759100;1759373;1759582;1760202	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3385	1846	2785	2760	3302	2542	3006
g3032	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1760301;1760728;1760885;1761118	1760598;1760792;1760939;1761194	+;+;+;+	495	4	43	19	4	0	20
g3033	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1763778;1765329;1765439;1765575;1766258;1766586;1766754;1770860	1765038;1765334;1765491;1765619;1766353;1766670;1766826;1771076	-;-;-;-;-;-;-;-	1836	143	387	362	58	21	130
g3034	contig_91_pilon;contig_91_pilon	1778553;1778779	1778733;1778852	-;-	255	0	0	1	0	0	0
g3035	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1778905;1779587;1779788;1779996;1781058;1781309	1779077;1779694;1779870;1780190;1781224;1781653	+;+;+;+;+;+	1071	17372	9361	12599	15235	14468	14750
g3036	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1783759;1784187;1784993;1786746	1783785;1784616;1786458;1786898	-;-;-;-	2076	27	91	58	18	0	0
g3037	contig_91_pilon;contig_91_pilon	1787004;1787446	1787357;1787499	-;-	408	0	0	0	0	0	0
g3038	contig_91_pilon;contig_91_pilon	1788244;1789079	1788352;1789254	+;+	285	0	9	5	0	0	0
g3039	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1790300;1790626;1790831;1791136;1791378;1792134;1792339;1792736;1793096;1793436	1790410;1790720;1790928;1791288;1792027;1792231;1792578;1792847;1793309;1793989	+;+;+;+;+;+;+;+;+;+	2325	137	350	186	82	37	206
g3040	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1794613;1794945;1795374;1796600	1794758;1795214;1795482;1796602	-;-;-;-	528	344	481	420	328	246	330
g3041	contig_91_pilon;contig_91_pilon;contig_91_pilon	1796677;1797512;1797929	1796925;1797586;1797931	-;-;-	327	73	55	40	254	185	140
g3042	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1798032;1798240;1798360;1798534;1798790;1799009;1799349;1799632;1799874	1798047;1798265;1798365;1798617;1798860;1799187;1799422;1799731;1800220	-;-;-;-;-;-;-;-;-	903	221	240	165	398	218	351
g3043	contig_91_pilon	1801349	1802212	-	864	1799	4699	6715	4069	2513	6090
g3044	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1802427;1802427;1803994;1803994;1806695;1806724;1806724;1807001;1807001;1807001;1807832;1807832;1807832;1808226;1808226;1808226;1808879;1809720;1809941	1802465;1802465;1804217;1804217;1806802;1806802;1806802;1807555;1807555;1807555;1807922;1807922;1807922;1809010;1808697;1809010;1809030;1809788;1810026	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1977	1329	2764	3589	1099	481	1620
g3045	contig_91_pilon;contig_91_pilon	1810114;1810592	1810534;1810947	+;+	777	27	47	41	10	0	38
g3046	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1815412;1816969;1817479;1819558	1816777;1817081;1819231;1819640	-;-;-;-	3315	0	0	3	2	0	8
g3047	contig_91_pilon;contig_91_pilon	1820523;1820964	1820789;1820978	+;+	282	26	17	29	21	31	60
g3048	contig_91_pilon	1821063	1822592	+	1530	180	226	230	154	31	295
g3049	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1823886;1823886;1823886;1824047;1824047;1824047;1824866;1824866;1824866;1825416;1825416;1825416;1825764;1825764;1825764;1826466;1826466;1826633;1826684;1827292;1827292;1827292;1827775;1827775;1827775;1827985;1827985;1827985;1828430;1828430;1828430;1828653;1828653;1828653	1824005;1824005;1824005;1824305;1824305;1824305;1824872;1824872;1824872;1825614;1825614;1825614;1826033;1826033;1826033;1826540;1826540;1826737;1826737;1827480;1827480;1827480;1827899;1827899;1827899;1828104;1828104;1828104;1828489;1828489;1828489;1828875;1828875;1828875	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1752	1887	1212	1464	3061	2015	2683
g3050	contig_91_pilon	1829713	1830324	-	612	2	30	20	75	47	43
g3051	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1830576;1831044;1831225;1832896	1830616;1831071;1832150;1832965	+;+;+;+	1065	798	2929	2600	549	696	971
g3052	contig_91_pilon;contig_91_pilon;contig_91_pilon	1834060;1834835;1835101	1834545;1835059;1835310	-;-;-	921	14904	732	1118	3897	4258	5163
g3053	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1838264;1839114;1839430;1839746;1840202;1840521;1840882;1841238;1843507;1843829;1844228;1844525;1844768;1845149;1845496;1845776;1846264;1846640;1846822;1847108;1847351;1847623;1847804;1848070;1848277;1848746;1849085;1849468	1838583;1839314;1839578;1839998;1840389;1840678;1841096;1841590;1843549;1843898;1844293;1844661;1844951;1845199;1845633;1845850;1846454;1846688;1846917;1847225;1847441;1847693;1847898;1848150;1848365;1848941;1849198;1849542	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3867	4277	5247	3612	6298	2687	6424
g3054	contig_91_pilon;contig_91_pilon;contig_91_pilon	1849776;1850127;1850503	1849779;1850347;1850769	-;-;-	492	3	9	9	6	0	0
g3055	contig_91_pilon;contig_91_pilon	1850168;1850875	1850719;1850934	+;+	612	0	0	0	0	0	0
g3056	contig_91_pilon;contig_91_pilon;contig_91_pilon	1852788;1853459;1853809	1853306;1853608;1853922	+;+;+	783	1074	2080	1500	1242	995	1501
g3057	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1854772;1855576;1855635;1856619;1857041;1857622;1857982;1858334;1858509;1858818	1855389;1855586;1855679;1856665;1857300;1857719;1858087;1858408;1858559;1858964	-;-;-;-;-;-;-;-;-;-	1458	902	544	447	291	153	413
g3058	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1859712;1859813;1860226;1860701;1860959;1861249;1861444;1861749;1862103	1859755;1859936;1860325;1860741;1861037;1861292;1861494;1861861;1862208	+;+;+;+;+;+;+;+;+	702	436	856	721	353	389	280
g3059	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1862793;1862793;1862793;1863509;1863509;1863509;1864534;1864534;1864534;1864870;1864870;1864870;1865181;1865181;1865181;1865470;1865470;1865470;1865881;1865881;1865881;1866161;1866161;1866161;1866789;1866789;1866789;1867089;1867089;1867089;1867287;1867287;1867287;1867564;1867564;1867564;1868389;1868389;1868389;1868893;1868893;1869275;1869275;1869476;1869476;1869849;1869849;1870183;1870183;1870498;1870498;1871107;1871107;1871654;1871658;1871734;1872130;1872130	1863333;1863333;1863333;1864360;1864360;1864360;1864616;1864616;1864616;1864969;1864969;1864969;1865248;1865248;1865248;1865721;1865721;1865721;1865988;1865988;1865988;1866397;1866397;1866397;1866855;1866855;1866855;1867153;1867153;1867153;1867354;1867354;1867354;1867695;1867695;1867695;1868716;1868722;1868722;1869180;1869180;1869333;1869333;1869621;1869621;1869891;1869891;1870269;1870269;1870815;1870815;1871208;1871208;1871690;1871773;1871773;1872275;1872275	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4216	1126	1234	1060	1759	1399	1839
g3060	contig_91_pilon	1883814	1885097	-	1284	1008	1085	1153	392	265	596
g3061	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1885134;1885595;1885731;1886364;1886814;1887167;1887387;1887936	1885177;1885682;1886132;1886451;1886881;1887262;1887575;1888355	-;-;-;-;-;-;-;-	1395	922	1200	821	180	74	397
g3062	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1891482;1896416;1896676;1897007;1897122;1897441;1897704	1891539;1896623;1896833;1897067;1897308;1897584;1897961	+;+;+;+;+;+;+	1074	548	7935	5002	812	2545	1680
g3063	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1899435;1899842;1900233;1900444;1900804;1901066;1901307;1901768;1902001;1902208;1902491;1902763;1903129;1903357;1903700;1904194;1904514;1905110;1905285;1907545;1907806;1908773;1909228	1899567;1899920;1900338;1900547;1900903;1901161;1901384;1901836;1902081;1902297;1902577;1902867;1903224;1903532;1903859;1904325;1904532;1905174;1905485;1907603;1908121;1908935;1909304	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2592	2262	2148	2453	13233	17308	11087
g3064	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1910450;1910767;1911615;1911796;1911981;1912320;1912668;1913362	1910455;1910804;1911633;1911858;1912040;1912400;1912891;1913527	-;-;-;-;-;-;-;-	657	590	562	500	369	266	388
g3065	contig_91_pilon;contig_91_pilon	1913566;1914132	1913644;1914394	-;-	342	267	216	211	100	39	145
g3066	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1914994;1915582;1915865;1916328;1916965;1917495	1915336;1915753;1916174;1916730;1917161;1918742	+;+;+;+;+;+	2673	6	2	0	11	0	3
g3067	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1922325;1923219;1924838;1925915;1926407;1926592;1927055	1922327;1924279;1925816;1926115;1926468;1926691;1927291	-;-;-;-;-;-;-	2643	850	1216	1580	203	396	660
g3068	contig_91_pilon;contig_91_pilon	1923190;1923720	1923663;1923773	+;+	528	0	0	0	0	1	3
g3069	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1931306;1931306;1931306;1932639;1932639;1932639;1932868;1932868;1932868;1932975;1932975;1932975;1933439;1933439;1933439;1934120;1934120;1934120;1934470;1934470;1934470;1934784;1934784;1934784;1934922;1934922;1934957;1935274;1935313;1935313;1935834;1935834;1935834;1936098;1936098;1936098	1931451;1931451;1931451;1932739;1932739;1932739;1932909;1932909;1932909;1933048;1933048;1933048;1933555;1933555;1933555;1934234;1934234;1934234;1934572;1934572;1934572;1934846;1934867;1934867;1934979;1934979;1934969;1935531;1935531;1935531;1935909;1935909;1935909;1936234;1936234;1936234	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1311	592	4937	7089	486	247	770
g3070	contig_91_pilon;contig_91_pilon;contig_91_pilon	1937392;1937906;1938075	1937565;1937977;1938650	+;+;+	822	2654	237	1025	2792	1409	1804
g3071	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1939980;1940591;1941606;1941731;1941984;1942637;1943047	1940054;1940702;1941668;1941766;1942043;1942683;1943058	-;-;-;-;-;-;-	405	43	31	16	14	17	35
g3072	contig_91_pilon;contig_91_pilon;contig_91_pilon;contig_91_pilon	1943917;1944640;1945019;1945592	1944356;1944866;1945464;1946662	+;+;+;+	2184	6231	3654	2953	61	56	695
